[SpecialEvents.Burst].Name;Emission!
[StoryEvents.Event-Cordon2-7].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Cordon2-7].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Cordon2-8].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Cordon2-8].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Cordon2-8].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Cordon2-9].Name;The Marked One continues his journey
[StoryEvents.Event-Cordon2-9].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Cordon2-9].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Cordon2-10].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Cordon2-10].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Cordon2-10].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Cordon2-11].Name;The Marked One continues his journey
[StoryEvents.Event-Cordon2-11].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Cordon2-11].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Cordon2-12].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Cordon2-12].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Cordon2-12].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Cordon2-13].Name;The Marked One continues his journey
[StoryEvents.Event-Cordon2-13].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Cordon2-13].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Cordon2-14].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Cordon2-14].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Cordon2-14].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Dump4-1].Name;The Marked One continues his journey
[StoryEvents.Event-Dump4-1].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Dump4-1].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Dump4-2].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Dump4-2].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Dump4-2].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Dump4-3].Name;The Marked One continues his journey
[StoryEvents.Event-Dump4-3].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Dump4-3].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Dump4-4].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Dump4-4].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Dump4-4].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Dump4-5].Name;The Marked One continues his journey
[StoryEvents.Event-Dump4-5].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Dump4-5].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Dump4-6].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Dump4-6].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Dump4-6].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Dump4-7].Name;The Marked One continues his journey
[StoryEvents.Event-Dump4-7].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Dump4-7].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Dump4-8].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Dump4-8].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Dump4-8].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Dump4-9].Name;The Marked One continues his journey
[StoryEvents.Event-Dump4-9].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Dump4-9].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Dump4-10].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Dump4-10].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Dump4-10].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Dump4-11].Name;The Marked One continues his journey
[StoryEvents.Event-Dump4-11].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Dump4-11].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Dump4-12].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Dump4-12].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Dump4-12].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Rostok2-1].Name;The Marked One continues his journey
[StoryEvents.Event-Rostok2-1].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Rostok2-1].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Rostok2-2].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Rostok2-2].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Rostok2-2].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Rostok2-3].Name;The Marked One continues his journey
[StoryEvents.Event-Rostok2-3].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Rostok2-3].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Rostok2-4].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Rostok2-4].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Rostok2-4].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Rostok2-5].Name;The Marked One continues his journey
[StoryEvents.Event-Rostok2-5].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Rostok2-5].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Rostok2-6].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Rostok2-6].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Rostok2-6].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Rostok2-7].Name;The Marked One continues his journey
[StoryEvents.Event-Rostok2-7].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s and met with Barman. Our garrison let him pass.
[StoryEvents.Event-Rostok2-7].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s and was negotiating with Barman.
[StoryEvents.Event-Rostok2-8].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Rostok2-8].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Rostok2-8].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Rostok2-9].Name;The Marked One continues his journey
[StoryEvents.Event-Rostok2-9].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Rostok2-9].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Rostok2-10].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Rostok2-10].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Rostok2-10].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Rostok2-11].Name;The Marked One continues his journey
[StoryEvents.Event-Rostok2-11].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Rostok2-11].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Rostok2-12].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Rostok2-12].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Rostok2-12].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-WildTerritory-1].Name;The Marked One continues his journey
[StoryEvents.Event-WildTerritory-1].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-WildTerritory-1].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-WildTerritory-2].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-WildTerritory-2].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-WildTerritory-2].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-WildTerritory-3].Name;The Marked One continues his journey
[StoryEvents.Event-WildTerritory-3].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-WildTerritory-3].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-WildTerritory-4].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-WildTerritory-4].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-WildTerritory-4].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-WildTerritory-SetFlag1-1].Name;Technical Event
[StoryEvents.Event-WildTerritory-SetFlag1-1].Desc-Owner;If you see this, it's a bug in event Event-WildTerritory-SetFlag1-1.
[StoryEvents.Event-WildTerritory-SetFlag1-1].Desc-NonOwner;If you see this, it's a bug in event Event-WildTerritory-SetFlag1-1.
[StoryEvents.Event-WildTerritory-ChangeResourceScientists-1].Name;Helicopter with Kruglov
[StoryEvents.Event-WildTerritory-ChangeResourceScientists-1].Desc-Owner;Kruglov has been successfully delivered by helicopter.
[StoryEvents.Event-WildTerritory-ChangeResourceScientists-1].Desc-NonOwner;A helicopter was spotted over the Wild Territory, heading towards Yantar. What could this mean?
[StoryEvents.Event-WildTerritory-ChangeResourceScientists-2].Name;Scientist Group
[StoryEvents.Event-WildTerritory-ChangeResourceScientists-2].Desc-Owner;A group of scientists arrived with Kruglov. They can now be used as additional guards.
[StoryEvents.Event-WildTerritory-ChangeResourceScientists-2].Desc-NonOwner;A helicopter was spotted over the Wild Territory, heading towards Yantar. What could this mean?
[StoryEvents.Event-WildTerritory-SetFlag1-2].Name;Technical Event
[StoryEvents.Event-WildTerritory-SetFlag1-2].Desc-Owner;If you see this, it's a bug in event Event-WildTerritory-SetFlag1-2.
[StoryEvents.Event-WildTerritory-SetFlag1-2].Desc-NonOwner;If you see this, it's a bug in event Event-WildTerritory-SetFlag1-2.
[StoryEvents.Event-WildTerritory-SetFlag1-3].Name;Technical Event
[StoryEvents.Event-WildTerritory-SetFlag1-3].Desc-Owner;If you see this, it's a bug in event Event-WildTerritory-SetFlag1-3.
[StoryEvents.Event-WildTerritory-SetFlag1-3].Desc-NonOwner;If you see this, it's a bug in event Event-WildTerritory-SetFlag1-3.
[StoryEvents.Event-WildTerritory-ChangeResourceScientists-3].Name;Helicopter with Kruglov
[StoryEvents.Event-WildTerritory-ChangeResourceScientists-3].Desc-Owner;The helicopter was shot down over the Wild Territory, but Kruglov survived.
[StoryEvents.Event-WildTerritory-ChangeResourceScientists-3].Desc-NonOwner;A helicopter heading towards Yantar was shot down over the Wild Territory. What could this mean?
[StoryEvents.Event-WildTerritory-SetFlag1-4].Name;Technical Event
[StoryEvents.Event-WildTerritory-SetFlag1-4].Desc-Owner;If you see this, it's a bug in event Event-WildTerritory-SetFlag1-4.
[StoryEvents.Event-WildTerritory-SetFlag1-4].Desc-NonOwner;If you see this, it's a bug in event Event-WildTerritory-SetFlag1-4.
[StoryEvents.Event-WildTerritory-SetFlag1-5].Name;Technical Event
[StoryEvents.Event-WildTerritory-SetFlag1-5].Desc-Owner;If you see this, it's a bug in event Event-WildTerritory-SetFlag1-5.
[StoryEvents.Event-WildTerritory-SetFlag1-5].Desc-NonOwner;If you see this, it's a bug in event Event-WildTerritory-SetFlag1-5.
[StoryEvents.Event-WildTerritory-Advisor-1].Name;Semyonov Available
[StoryEvents.Event-WildTerritory-Advisor-1].Desc-Owner;If you see this, it's a bug in event Event-WildTerritory-Advisor-1.
[StoryEvents.Event-WildTerritory-Advisor-1].Desc-NonOwner;If you see this, it's a bug in event Event-WildTerritory-Advisor-1.
[StoryEvents.Event-WildTerritory-Advisor-2].Name;Helicopter with Kruglov
[StoryEvents.Event-WildTerritory-Advisor-2].Desc-Owner;The helicopter was shot down over the Wild Territory. Kruglov is dead. Researcher Semyonov has assumed Kruglov's duties.
[StoryEvents.Event-WildTerritory-Advisor-2].Desc-NonOwner;A helicopter heading towards Yantar was shot down over the Wild Territory. Rumors say the entire crew perished. What could this mean?
[StoryEvents.Event-WildTerritory-SetFlag1-6].Name;Technical Event
[StoryEvents.Event-WildTerritory-SetFlag1-6].Desc-Owner;If you see this, it's a bug in event Event-WildTerritory-SetFlag1-6.
[StoryEvents.Event-WildTerritory-SetFlag1-6].Desc-NonOwner;If you see this, it's a bug in event Event-WildTerritory-SetFlag1-6.
[StoryEvents.Event-WildTerritory-5].Name;The Marked One continues his journey
[StoryEvents.Event-WildTerritory-5].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-WildTerritory-5].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-WildTerritory-6].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-WildTerritory-6].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-WildTerritory-6].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-WildTerritory-7].Name;The Marked One continues his journey
[StoryEvents.Event-WildTerritory-7].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-WildTerritory-7].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-WildTerritory-8].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-WildTerritory-8].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-WildTerritory-8].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-WildTerritory-9].Name;The Marked One continues his journey
[StoryEvents.Event-WildTerritory-9].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-WildTerritory-9].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-WildTerritory-10].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-WildTerritory-10].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-WildTerritory-10].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-WildTerritory-11].Name;The Marked One continues his journey
[StoryEvents.Event-WildTerritory-11].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-WildTerritory-11].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-WildTerritory-12].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-WildTerritory-12].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-WildTerritory-12].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-WildTerritory-13].Name;The Marked One continues his journey
[StoryEvents.Event-WildTerritory-13].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-WildTerritory-13].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-WildTerritory-14].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-WildTerritory-14].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-WildTerritory-14].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-WildTerritory-15].Name;The Marked One continues his journey
[StoryEvents.Event-WildTerritory-15].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-WildTerritory-15].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-WildTerritory-16].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-WildTerritory-16].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-WildTerritory-16].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Yantar-1].Name;The Marked One continues his journey
[StoryEvents.Event-Yantar-1].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Yantar-1].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Yantar-2].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Yantar-2].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Yantar-2].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Yantar-3].Name;The Marked One continues his journey
[StoryEvents.Event-Yantar-3].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Yantar-3].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Yantar-4].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Yantar-4].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Yantar-4].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Yantar-5].Name;The Marked One met with Sakharov
[StoryEvents.Event-Yantar-5].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Yantar-5].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Yantar-6].Name;The Marked One met with Sakharov
[StoryEvents.Event-Yantar-6].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Yantar-6].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Yantar-7].Name;The Marked One continues his journey
[StoryEvents.Event-Yantar-7].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Yantar-7].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Yantar-8].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Yantar-8].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Yantar-8].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Yantar-9].Name;The Marked One continues his journey
[StoryEvents.Event-Yantar-9].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Yantar-9].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Yantar-10].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Yantar-10].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Yantar-10].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Yantar-11].Name;The Marked One continues his journey
[StoryEvents.Event-Yantar-11].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Yantar-11].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Yantar-12].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Yantar-12].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Yantar-12].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Yantar-13].Name;The Marked One continues his journey
[StoryEvents.Event-Yantar-13].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Yantar-13].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Yantar-14].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Yantar-14].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Yantar-14].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Yantar-HeadsetPsyBlocker-1].Name;Experimental Prototype
[StoryEvents.Event-Yantar-HeadsetPsyBlocker-1].Desc-Owner;Sakharov managed to create an experimental prototype of a psi-blocker headset and gave it to the Marked One, who immediately headed to Lab X-16!
[StoryEvents.Event-Yantar-HeadsetPsyBlocker-1].Desc-NonOwner;Rumors say that the stalker known as the Marked One acquired a unique item capable of blocking psi-emissions or significantly reducing them!
[StoryEvents.Event-Yantar-15].Name;The Marked One continues his journey
[StoryEvents.Event-Yantar-15].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Yantar-15].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Yantar-16].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Yantar-16].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Yantar-16].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Yantar-17].Name;The Marked One continues his journey
[StoryEvents.Event-Yantar-17].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Yantar-17].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Yantar-18].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Yantar-18].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Yantar-18].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Yantar-19].Name;The Marked One continues his journey
[StoryEvents.Event-Yantar-19].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Yantar-19].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Yantar-20].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Yantar-20].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Yantar-20].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Yantar-21].Name;The Marked One continues his journey
[StoryEvents.Event-Yantar-21].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Yantar-21].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
